tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
g__Thermaerobacter,f__[Thermaerobacteraceae],genus,g__Thermaerobacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Thermaerobacteraceae],g__Thermaerobacter,
f__Aquificaceae,o__Aquificales,family,f__Aquificaceae,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,,
g__Thermocrinis,f__Aquificaceae,genus,g__Thermocrinis,Root,k__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Thermocrinis,
s__muridarum,g__Chlamydia,species,s__muridarum,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,s__muridarum
g__Thiomicrospira,f__Piscirickettsiaceae,genus,g__Thiomicrospira,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Thiomicrospira,
s__elkanii,g__Bradyrhizobium,species,s__elkanii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__elkanii
f__Paenibacillaceae,o__Bacillales,family,f__Paenibacillaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,,
s__diphtheriae,g__Corynebacterium,species,s__diphtheriae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__diphtheriae
g__Thioalkalimicrobium,f__Piscirickettsiaceae,genus,g__Thioalkalimicrobium,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Thioalkalimicrobium,
g__Mesotoga,f__Thermotogaceae,genus,g__Mesotoga,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Mesotoga,
o__OPB11,c__Anaerolineae,order,o__OPB11,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__OPB11,,,
s__gallolyticus,g__Streptococcus,species,s__gallolyticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__gallolyticus
p__Fibrobacteres,k__Bacteria,phylum,p__Fibrobacteres,Root,k__Bacteria,p__Fibrobacteres,,,,,
c__Fibrobacteria,p__Fibrobacteres,class,c__Fibrobacteria,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,,,,
o__[Betafibrobacterales],c__Fibrobacteria,order,o__[Betafibrobacterales],Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__[Betafibrobacterales],,,
o__Bifidobacteriales,c__Actinobacteria,order,o__Bifidobacteriales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,,,
f__Bifidobacteriaceae,o__Bifidobacteriales,family,f__Bifidobacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,,
g__Parascardovia,f__Bifidobacteriaceae,genus,g__Parascardovia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Parascardovia,
g__Pantoea,f__Enterobacteriaceae,genus,g__Pantoea,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Pantoea,
s__lugdunensis,g__Staphylococcus,species,s__lugdunensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__lugdunensis
f__Peptostreptococcaceae,o__Clostridiales,family,f__Peptostreptococcaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,,
o__Methylophilales,c__Betaproteobacteria,order,o__Methylophilales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,,,
f__Methylophilaceae,o__Methylophilales,family,f__Methylophilaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,,
p__Thermi,k__Bacteria,phylum,p__Thermi,Root,k__Bacteria,p__Thermi,,,,,
c__Deinococci,p__Thermi,class,c__Deinococci,Root,k__Bacteria,p__Thermi,c__Deinococci,,,,
o__Deinococcales,c__Deinococci,order,o__Deinococcales,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Deinococcales,,,
f__Deinococcaceae,o__Deinococcales,family,f__Deinococcaceae,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Deinococcales,f__Deinococcaceae,,
g__Deinococcus,f__Deinococcaceae,genus,g__Deinococcus,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,
s__iners,g__Lactobacillus,species,s__iners,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__iners
s__intracellulare,g__Mycobacterium,species,s__intracellulare,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__intracellulare
o__Xanthomonadales,c__Gammaproteobacteria,order,o__Xanthomonadales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,,,
f__Xanthomonadaceae,o__Xanthomonadales,family,f__Xanthomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,,
g__Stenotrophomonas,f__Xanthomonadaceae,genus,g__Stenotrophomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
s__garvieae,g__Lactococcus,species,s__garvieae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__garvieae
c__OPB56,p__Chlorobi,class,c__OPB56,Root,k__Bacteria,p__Chlorobi,c__OPB56,,,,
c__[Brocadiae],p__Planctomycetes,class,c__[Brocadiae],Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],,,,
o__Brocadiales,c__[Brocadiae],order,o__Brocadiales,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,,,
f__Brocadiaceae,o__Brocadiales,family,f__Brocadiaceae,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,f__Brocadiaceae,,
g__Candidatus_Kuenenia,f__Brocadiaceae,genus,g__Candidatus_Kuenenia,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,f__Brocadiaceae,g__Candidatus_Kuenenia,
s__stuttgartiensis,g__Candidatus_Kuenenia,species,s__stuttgartiensis,Root,k__Bacteria,p__Planctomycetes,c__[Brocadiae],o__Brocadiales,f__Brocadiaceae,g__Candidatus_Kuenenia,s__stuttgartiensis
g__Bryantella,f__Lachnospiraceae,genus,g__Bryantella,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Bryantella,
g__Dinoroseobacter,f__Rhodobacteraceae,genus,g__Dinoroseobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Dinoroseobacter,
g__Magnetospirillum,f__Rhodospirillales,genus,g__Magnetospirillum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillales,g__Magnetospirillum,
o__SBR1031,c__Anaerolineae,order,o__SBR1031,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,,,
o__Fibrobacterales,c__Fibrobacteria,order,o__Fibrobacterales,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,,,
f__Fibrobacteraceae,o__Fibrobacterales,family,f__Fibrobacteraceae,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,,
g__Fibrobacter,f__Fibrobacteraceae,genus,g__Fibrobacter,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,
p__NC10,k__Bacteria,phylum,p__NC10,Root,k__Bacteria,p__NC10,,,,,
c__[Methylomirabilia],p__NC10,class,c__[Methylomirabilia],Root,k__Bacteria,p__NC10,c__[Methylomirabilia],,,,
o__[Methylomirabiliales],c__[Methylomirabilia],order,o__[Methylomirabiliales],Root,k__Bacteria,p__NC10,c__[Methylomirabilia],o__[Methylomirabiliales],,,
s__casei,g__Lactobacillus,species,s__casei,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__casei
s__delbrueckii,g__Lactobacillus,species,s__delbrueckii,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__delbrueckii
s__leprae,g__Mycobacterium,species,s__leprae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__leprae
f__Thermoanaerobacteraceaee1,o__Clostridiales,family,f__Thermoanaerobacteraceaee1,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Thermoanaerobacteraceaee1,,
o__Methylococcales,c__Gammaproteobacteria,order,o__Methylococcales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,,,
f__Methylococcaceae,o__Methylococcales,family,f__Methylococcaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,,
c__Methanobacteria,p__Euryarchaeota,class,c__Methanobacteria,Root,k__Archaea,p__Euryarchaeota,c__Methanobacteria,,,,
o__Methanobacteriales,c__Methanobacteria,order,o__Methanobacteriales,Root,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,,,
f__Methanobacteriaceae,o__Methanobacteriales,family,f__Methanobacteriaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,,
g__Methanothermobacter,f__Methanobacteriaceae,genus,g__Methanothermobacter,Root,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,
g__Chryseobacterium,f__[Weeksellaceae],genus,g__Chryseobacterium,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],g__Chryseobacterium,
s__megaterium,g__Bacillus,species,s__megaterium,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__megaterium
s__pumilus,g__Bacillus,species,s__pumilus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__pumilus
s__amyloliquefaciens,g__Bacillus,species,s__amyloliquefaciens,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__amyloliquefaciens
g__Saccharopolyspora,f__Pseudonocardiaceae,genus,g__Saccharopolyspora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharopolyspora,
g__Glaciecola,f__Alteromonadaceae,genus,g__Glaciecola,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Glaciecola,
g__Salinispora,f__Micromonosporaceae,genus,g__Salinispora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Salinispora,
s__arenicola,g__Salinispora,species,s__arenicola,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Salinispora,s__arenicola
g__Bifidobacterium,f__Bifidobacteriaceae,genus,g__Bifidobacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,
s__breve,g__Bifidobacterium,species,s__breve,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__breve
s__animalis,g__Bifidobacterium,species,s__animalis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__animalis
s__longum,g__Bifidobacterium,species,s__longum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__longum
g__Teredinibacter,f__Alteromonadaceae,genus,g__Teredinibacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Teredinibacter,
s__turnerae,g__Teredinibacter,species,s__turnerae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Teredinibacter,s__turnerae
g__Desulfobacter,f__Desulfobacteraceae,genus,g__Desulfobacter,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfobacter,
g__Pontibacter,f__Cytophagaceae,genus,g__Pontibacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Pontibacter,
p__Caldiserica,k__Bacteria,phylum,p__Caldiserica,Root,k__Bacteria,p__Caldiserica,,,,,
g__Rothia,f__Micrococcaceae,genus,g__Rothia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,
f__Nocardiaceae,o__Corynebacteriales,family,f__Nocardiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,,
g__Rhodococcus,f__Nocardiaceae,genus,g__Rhodococcus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,
g__Nitrobacter,f__Bradyrhizobiaceae,genus,g__Nitrobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Nitrobacter,
o__Caldilineales,c__Anaerolineae,order,o__Caldilineales,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,,,
f__Caldilineaceae,o__Caldilineales,family,f__Caldilineaceae,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,,
g__Caldilinea,f__Caldilineaceae,genus,g__Caldilinea,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__Caldilinea,
o__Chloroflexales,c__Chloroflexi,order,o__Chloroflexales,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,,,
f__Chloroflexaceae,o__Chloroflexales,family,f__Chloroflexaceae,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,f__Chloroflexaceae,,
g__Chloroflexus,f__Chloroflexaceae,genus,g__Chloroflexus,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,f__Chloroflexaceae,g__Chloroflexus,
c__Ktedonobacteria,p__Chloroflexi,class,c__Ktedonobacteria,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,,,,
o__Ktedonobacterales,c__Ktedonobacteria,order,o__Ktedonobacterales,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,,,
f__Ktedonobacteraceae,o__Ktedonobacterales,family,f__Ktedonobacteraceae,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,,
g__Ktedonobacter,f__Ktedonobacteraceae,genus,g__Ktedonobacter,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__Ktedonobacter,
g__Methylomonas,f__Methylococcaceae,genus,g__Methylomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylomonas,
o__Chroococcales,c__Oxyphotobacteria,order,o__Chroococcales,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,,,
f__Gomphosphaeriaceae,o__Chroococcales,family,f__Gomphosphaeriaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Gomphosphaeriaceae,,
g__Synechocystis,f__Gomphosphaeriaceae,genus,g__Synechocystis,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chroococcales,f__Gomphosphaeriaceae,g__Synechocystis,
f__Leptotrichaceae,o__Fusobacteriales,order,f__Leptotrichaceae,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Leptotrichaceae,,,
g__Leptotrichia,f__Leptotrichaceae,family,g__Leptotrichia,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Leptotrichaceae,g__Leptotrichia,,
s__goodfellowii,g__Leptotrichia,genus,s__goodfellowii,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Leptotrichaceae,g__Leptotrichia,s__goodfellowii,
f__Eubacteriaceae,o__Clostridiales,family,f__Eubacteriaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,,
g__Acetobacterium,f__Eubacteriaceae,genus,g__Acetobacterium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Acetobacterium,
g__Nocardiopsis,f__Nocardiopsaceae,genus,g__Nocardiopsis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Nocardiopsaceae,g__Nocardiopsis,
s__pilosicoli,g__Brachyspira,species,s__pilosicoli,Root,k__Bacteria,p__Spirochaetes,c__[Brachyspirae],o__[Brachyspirales],f__Brachyspiraceae,g__Brachyspira,s__pilosicoli
c__Methanococci,p__Euryarchaeota,class,c__Methanococci,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,,,,
o__Methanococcales,c__Methanococci,order,o__Methanococcales,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,,,
f__Methanococcaceae,o__Methanococcales,family,f__Methanococcaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,,
g__Methanococcus,f__Methanococcaceae,genus,g__Methanococcus,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,
o__Desulfurococcales,c__Crenarchaeota,order,o__Desulfurococcales,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Desulfurococcales,,,
f__Desulfurococcaceae,o__Desulfurococcales,family,f__Desulfurococcaceae,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Desulfurococcales,f__Desulfurococcaceae,,
g__Desulfurococcus,f__Desulfurococcaceae,genus,g__Desulfurococcus,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Desulfurococcales,f__Desulfurococcaceae,g__Desulfurococcus,
c__Archaeoglobi,p__Euryarchaeota,class,c__Archaeoglobi,Root,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,,,,
o__Archaeoglobales,c__Archaeoglobi,order,o__Archaeoglobales,Root,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,,,
f__Archaeoglobaceae,o__Archaeoglobales,family,f__Archaeoglobaceae,Root,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,,
g__Archaeoglobus,f__Archaeoglobaceae,genus,g__Archaeoglobus,Root,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,
g__Micromonospora,f__Micromonosporaceae,genus,g__Micromonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,
s__aurantiaca,g__Micromonospora,species,s__aurantiaca,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__aurantiaca
f__Sinobacteraceae,o__Xanthomonadales,family,f__Sinobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,,
f__Oscillospiraceae,o__Clostridiales,family,f__Oscillospiraceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,,
c__Chitinivibrione,p__Fibrobacteres,class,c__Chitinivibrione,Root,k__Bacteria,p__Fibrobacteres,c__Chitinivibrione,,,,
g__Akkermansia,f__Verrucomicrobiaceae,genus,g__Akkermansia,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,
g__Candidatus_Liberibacter,f__Rhizobiaceae,genus,g__Candidatus_Liberibacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Candidatus_Liberibacter,
f__Nitrospiraceae,o__Nitrospirales,family,f__Nitrospiraceae,Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,,
g__Nitrospira,f__Nitrospiraceae,genus,g__Nitrospira,Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,
g__Candidatus_Blochmannia,f__Enterobacteriaceae,genus,g__Candidatus_Blochmannia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Candidatus_Blochmannia,
f__[Caldicellulosiruptoraceae],o__Thermoanaerobacterales,family,f__[Caldicellulosiruptoraceae],Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__[Caldicellulosiruptoraceae],,
g__Caldicellulosiruptor,f__[Caldicellulosiruptoraceae],genus,g__Caldicellulosiruptor,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__[Caldicellulosiruptoraceae],g__Caldicellulosiruptor,
p__Deferribacteres,k__Bacteria,phylum,p__Deferribacteres,Root,k__Bacteria,p__Deferribacteres,,,,,
c__Deferribacteres,p__Deferribacteres,class,c__Deferribacteres,Root,k__Bacteria,p__Deferribacteres,c__Deferribacteres,,,,
o__Deferribacterales,c__Deferribacteres,order,o__Deferribacterales,Root,k__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,,,
f__Deferribacteraceae,o__Deferribacterales,family,f__Deferribacteraceae,Root,k__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,,
g__Peptoclostridium,f__Peptostreptococcaceae,genus,g__Peptoclostridium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoclostridium,
o__Pirellulales,c__Planctomycetia,order,o__Pirellulales,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,,,
g__Psychrobacter,f__Moraxellaceae,genus,g__Psychrobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,
g__Cupriavidus,f__Burkholderiaceae,genus,g__Cupriavidus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,
g__Ralstonia,f__Burkholderiaceae,genus,g__Ralstonia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,
g__Sulfurospirillum,f__Campylobacteraceae,genus,g__Sulfurospirillum,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Sulfurospirillum,
f__Desulfohalobiaceae,o__Desulfovibrionales,family,f__Desulfohalobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteriae1,o__Desulfovibrionales,f__Desulfohalobiaceae,,
c__Thermomicrobia,p__Chloroflexi,class,c__Thermomicrobia,Root,k__Bacteria,p__Chloroflexi,c__Thermomicrobia,,,,
o__Sphaerobacterales,c__Thermomicrobia,order,o__Sphaerobacterales,Root,k__Bacteria,p__Chloroflexi,c__Thermomicrobia,o__Sphaerobacterales,,,
g__Flexispira,f__Helicobacteraceae,genus,g__Flexispira,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Flexispira,
s__pyogenes,g__Streptococcus,species,s__pyogenes,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__pyogenes
f__Shewanellaceae,o__Alteromonadales,family,f__Shewanellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,,
